"id","title","description","link","image_link","price","sale_price","category","availability","group_id","group_leader","attributes"
"s66","Woven Sneakers","Hand-woven leather sneakers for warm weather. Breathable construction.","http://localhost:8080/product/detail.html?id=s66","https://images.unsplash.com/photo-1543163521-1bf539c55dd2?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Shoes","in stock","s66","true","color=Beige/size=41/gender=Unisex"
"s67","Chunky Sneakers","Exaggerated chunky-sole sneaker. Multi-layered foam with a leather upper.","http://localhost:8080/product/detail.html?id=s67","https://images.unsplash.com/photo-1560343090-f0409e92791a?w=400&h=500&fit=crop&q=80","155.00","","Clothing > Shoes","in stock","s67","true","color=Brown/size=42/gender=Unisex"
"s68","Mid-Top Sneakers","Mid-height sneaker in smooth leather. Ankle support with a clean silhouette.","http://localhost:8080/product/detail.html?id=s68","https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=500&fit=crop&q=80","145.00","","Clothing > Shoes","in stock","s68","true","color=Grey/size=43/gender=Unisex"
"s69","Perforated Sneakers","Perforated leather sneakers for warm-weather breathability. Clean minimal design.","http://localhost:8080/product/detail.html?id=s69","https://images.unsplash.com/photo-1518611012118-696072aa579a?w=400&h=500&fit=crop&q=80","125.00","","Clothing > Shoes","in stock","s69","true","color=Camel/size=36/gender=Unisex"
"s70","Lace-Up Trainer","Technical trainer with a cushioned insole. Breathable mesh and rubber outsole.","http://localhost:8080/product/detail.html?id=s70","https://images.unsplash.com/photo-1515347619252-60a4bf4fff4f?w=400&h=500&fit=crop&q=80","105.00","","Clothing > Shoes","in stock","s70","true","color=Ivory/size=37/gender=Unisex"
"s71","Chelsea Boots","Classic Chelsea boot in polished leather. Elastic gusset and stacked leather heel.","http://localhost:8080/product/detail.html?id=s71","https://images.unsplash.com/photo-1603808033176-9d134e6f9f81?w=400&h=500&fit=crop&q=80","225.00","","Clothing > Shoes","in stock","s71","true","color=Red/size=38/gender=Unisex"
"s72","Ankle Boots","Chelsea-style ankle boot in calfskin. Block heel and leather lining.","http://localhost:8080/product/detail.html?id=s72","https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400&h=500&fit=crop&q=80","285.00","","Clothing > Shoes","in stock","s72","true","color=Green/size=39/gender=Unisex"
"s73","Knee-High Boots","Knee-high boot in smooth leather. Discreet side zip and fitted silhouette.","http://localhost:8080/product/detail.html?id=s73","https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=500&fit=crop&q=80","345.00","","Clothing > Shoes","in stock","s73","true","color=Black/size=40/gender=Unisex"
"s74","Suede Chelsea Boots","Chelsea boot in dark-brown suede. Crepe sole for cushioned comfort.","http://localhost:8080/product/detail.html?id=s74","https://images.unsplash.com/photo-1543163521-1bf539c55dd2?w=400&h=500&fit=crop&q=80","215.00","","Clothing > Shoes","in stock","s74","true","color=White/size=41/gender=Unisex"
"s75","Lace-Up Boots","Classic lace-up boot in full-grain leather. Speed hooks at the top.","http://localhost:8080/product/detail.html?id=s75","https://images.unsplash.com/photo-1560343090-f0409e92791a?w=400&h=500&fit=crop&q=80","255.00","","Clothing > Shoes","in stock","s75","true","color=Navy/size=42/gender=Unisex"
"s76","Combat Boots","Chunky combat boots in smooth leather. Treaded rubber sole for grip.","http://localhost:8080/product/detail.html?id=s76","https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=500&fit=crop&q=80","235.00","","Clothing > Shoes","in stock","s76","true","color=Beige/size=43/gender=Unisex"
"s77","Western Boots","Pointed-toe western boot with decorative stitching. Stacked heel and pull tabs.","http://localhost:8080/product/detail.html?id=s77","https://images.unsplash.com/photo-1518611012118-696072aa579a?w=400&h=500&fit=crop&q=80","295.00","","Clothing > Shoes","in stock","s77","true","color=Brown/size=36/gender=Unisex"
"s78","Hiking Boots","Waterproof hiking boots with a Vibram outsole. Padded ankle collar.","http://localhost:8080/product/detail.html?id=s78","https://images.unsplash.com/photo-1515347619252-60a4bf4fff4f?w=400&h=500&fit=crop&q=80","215.00","","Clothing > Shoes","in stock","s78","true","color=Grey/size=37/gender=Unisex"
"s79","Riding Boots","Tall riding boot in polished calfskin. Flat sole with a classic equestrian silhouette.","http://localhost:8080/product/detail.html?id=s79","https://images.unsplash.com/photo-1603808033176-9d134e6f9f81?w=400&h=500&fit=crop&q=80","325.00","","Clothing > Shoes","in stock","s79","true","color=Camel/size=38/gender=Unisex"
"s80","Desert Boots","Classic desert boot in crepe-sole suede. Two-eyelet lacing and a round toe.","http://localhost:8080/product/detail.html?id=s80","https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400&h=500&fit=crop&q=80","145.00","","Clothing > Shoes","in stock","s80","true","color=Ivory/size=39/gender=Unisex"
"s81","Platform Boots","Chunky platform boots with a zip closure. Statement height with a comfortable fit.","http://localhost:8080/product/detail.html?id=s81","https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=500&fit=crop&q=80","265.00","","Clothing > Shoes","in stock","s81","true","color=Red/size=40/gender=Unisex"
"s82","Chukka Boots","Ankle-height chukka boot in suede. Three-eyelet lacing with a rubber sole.","http://localhost:8080/product/detail.html?id=s82","https://images.unsplash.com/photo-1543163521-1bf539c55dd2?w=400&h=500&fit=crop&q=80","185.00","","Clothing > Shoes","in stock","s82","true","color=Green/size=41/gender=Unisex"
"s83","Biker Boots","Moto-inspired boots with buckle straps. Chunky sole and a side zip.","http://localhost:8080/product/detail.html?id=s83","https://images.unsplash.com/photo-1560343090-f0409e92791a?w=400&h=500&fit=crop&q=80","255.00","","Clothing > Shoes","in stock","s83","true","color=Black/size=42/gender=Unisex"
"s84","Duck Boots","Waterproof duck boots with a rubber shell. Leather upper with a warm lining.","http://localhost:8080/product/detail.html?id=s84","https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=500&fit=crop&q=80","165.00","","Clothing > Shoes","in stock","s84","true","color=White/size=43/gender=Unisex"
"s85","Shearling Boots","Shearling-lined ankle boots in suede. Fold-down cuff reveals the wool lining.","http://localhost:8080/product/detail.html?id=s85","https://images.unsplash.com/photo-1518611012118-696072aa579a?w=400&h=500&fit=crop&q=80","275.00","","Clothing > Shoes","in stock","s85","true","color=Navy/size=36/gender=Unisex"
"s86","Pointed Ankle Boots","Pointed-toe ankle boot with a stiletto heel. Sleek silhouette in smooth leather.","http://localhost:8080/product/detail.html?id=s86","https://images.unsplash.com/photo-1515347619252-60a4bf4fff4f?w=400&h=500&fit=crop&q=80","245.00","","Clothing > Shoes","in stock","s86","true","color=Beige/size=37/gender=Unisex"
"s87","Sock Boots","Stretch-knit sock boots with a block heel. Sculpted fit around the ankle.","http://localhost:8080/product/detail.html?id=s87","https://images.unsplash.com/photo-1603808033176-9d134e6f9f81?w=400&h=500&fit=crop&q=80","195.00","","Clothing > Shoes","in stock","s87","true","color=Brown/size=38/gender=Unisex"
"s88","Work Boots","Heritage work boots in oiled leather. Goodyear-welted with a lug sole.","http://localhost:8080/product/detail.html?id=s88","https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400&h=500&fit=crop&q=80","225.00","","Clothing > Shoes","in stock","s88","true","color=Grey/size=39/gender=Unisex"
"s89","Side-Zip Boots","Clean side-zip ankle boot in calfskin. Sleek with no visible hardware.","http://localhost:8080/product/detail.html?id=s89","https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=500&fit=crop&q=80","215.00","","Clothing > Shoes","in stock","s89","true","color=Camel/size=40/gender=Unisex"
"s90","Wedge Boots","Suede ankle boots with a concealed wedge heel. Comfortable height all day.","http://localhost:8080/product/detail.html?id=s90","https://images.unsplash.com/photo-1543163521-1bf539c55dd2?w=400&h=500&fit=crop&q=80","195.00","","Clothing > Shoes","in stock","s90","true","color=Ivory/size=41/gender=Unisex"
"s91","Lug-Sole Boots","Chunky lug-sole boots in polished leather. Heavy-duty tread for all terrain.","http://localhost:8080/product/detail.html?id=s91","https://images.unsplash.com/photo-1560343090-f0409e92791a?w=400&h=500&fit=crop&q=80","235.00","","Clothing > Shoes","in stock","s91","true","color=Red/size=42/gender=Unisex"
"s92","Over-the-Knee Boots","Over-the-knee boots in stretch suede. Flat sole with a snug fit.","http://localhost:8080/product/detail.html?id=s92","https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=500&fit=crop&q=80","375.00","","Clothing > Shoes","in stock","s92","true","color=Green/size=43/gender=Unisex"
"s93","Rain Boots","Matte rubber rain boots in classic style. Fully waterproof with a removable insole.","http://localhost:8080/product/detail.html?id=s93","https://images.unsplash.com/photo-1518611012118-696072aa579a?w=400&h=500&fit=crop&q=80","85.00","","Clothing > Shoes","in stock","s93","true","color=Black/size=36/gender=Unisex"
"s94","Zip-Front Boots","Front-zip ankle boots with a round toe. Stacked heel in smooth calfskin.","http://localhost:8080/product/detail.html?id=s94","https://images.unsplash.com/photo-1515347619252-60a4bf4fff4f?w=400&h=500&fit=crop&q=80","225.00","","Clothing > Shoes","in stock","s94","true","color=White/size=37/gender=Unisex"
"s95","Jodhpur Boots","Jodhpur-style boot with a side buckle strap. Sleek last with a stacked heel.","http://localhost:8080/product/detail.html?id=s95","https://images.unsplash.com/photo-1603808033176-9d134e6f9f81?w=400&h=500&fit=crop&q=80","245.00","","Clothing > Shoes","in stock","s95","true","color=Navy/size=38/gender=Unisex"
"s96","Crepe-Sole Boot","Suede ankle boot with a natural crepe rubber sole. Casual comfort with character.","http://localhost:8080/product/detail.html?id=s96","https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400&h=500&fit=crop&q=80","195.00","","Clothing > Shoes","in stock","s96","true","color=Beige/size=39/gender=Unisex"
"s97","Hiker Boot","Fashion hiker boot with a padded collar. Chunky sole with D-ring lacing.","http://localhost:8080/product/detail.html?id=s97","https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=500&fit=crop&q=80","215.00","","Clothing > Shoes","in stock","s97","true","color=Brown/size=40/gender=Unisex"
"s98","Fur-Lined Boot","Ankle boot with a warm faux-fur lining. Suede upper and a rubber sole.","http://localhost:8080/product/detail.html?id=s98","https://images.unsplash.com/photo-1543163521-1bf539c55dd2?w=400&h=500&fit=crop&q=80","235.00","","Clothing > Shoes","in stock","s98","true","color=Grey/size=41/gender=Unisex"
"s99","Heeled Chelsea Boot","Chelsea boot with a block heel. Elastic gussets and a pointed toe.","http://localhost:8080/product/detail.html?id=s99","https://images.unsplash.com/photo-1560343090-f0409e92791a?w=400&h=500&fit=crop&q=80","245.00","","Clothing > Shoes","in stock","s99","true","color=Camel/size=42/gender=Unisex"
"s100","Brogue Boot","Ankle boot with full brogue perforations. Goodyear welt and a Dainite sole.","http://localhost:8080/product/detail.html?id=s100","https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=500&fit=crop&q=80","265.00","","Clothing > Shoes","in stock","s100","true","color=Ivory/size=43/gender=Unisex"
"s101","Strappy Sandals","Minimalist strappy sandal in nappa leather. Gold buckle and slim block heel.","http://localhost:8080/product/detail.html?id=s101","https://images.unsplash.com/photo-1518611012118-696072aa579a?w=400&h=500&fit=crop&q=80","165.00","","Clothing > Shoes","in stock","s101","true","color=Red/size=36/gender=Unisex"
"s102","Platform Mules","Open-toe mule in structured satin. Platform sole and padded footbed.","http://localhost:8080/product/detail.html?id=s102","https://images.unsplash.com/photo-1515347619252-60a4bf4fff4f?w=400&h=500&fit=crop&q=80","155.00","","Clothing > Shoes","in stock","s102","true","color=Green/size=37/gender=Unisex"
"s103","Slide Sandals","Leather slide sandal with a moulded footbed. Single wide strap in nappa.","http://localhost:8080/product/detail.html?id=s103","https://images.unsplash.com/photo-1603808033176-9d134e6f9f81?w=400&h=500&fit=crop&q=80","85.00","","Clothing > Shoes","in stock","s103","true","color=Black/size=38/gender=Unisex"
"s104","Gladiator Sandals","Knee-high gladiator sandal in calfskin. Multiple buckle straps up the leg.","http://localhost:8080/product/detail.html?id=s104","https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400&h=500&fit=crop&q=80","185.00","","Clothing > Shoes","in stock","s104","true","color=White/size=39/gender=Unisex"
"s105","Flat Sandals","Minimalist flat sandal with two thin straps. Leather sole and a cushioned insole.","http://localhost:8080/product/detail.html?id=s105","https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Shoes","in stock","s105","true","color=Navy/size=40/gender=Unisex"
"s106","Wedge Sandals","Espadrille-wedge sandal with ankle strap. Jute-wrapped heel and leather upper.","http://localhost:8080/product/detail.html?id=s106","https://images.unsplash.com/photo-1543163521-1bf539c55dd2?w=400&h=500&fit=crop&q=80","155.00","","Clothing > Shoes","in stock","s106","true","color=Beige/size=41/gender=Unisex"
"s107","Heeled Mules","Pointed-toe mules with a kitten heel. Smooth leather with a padded insole.","http://localhost:8080/product/detail.html?id=s107","https://images.unsplash.com/photo-1560343090-f0409e92791a?w=400&h=500&fit=crop&q=80","175.00","","Clothing > Shoes","in stock","s107","true","color=Brown/size=42/gender=Unisex"
"s108","Thong Sandals","Classic leather thong sandal. Handmade with a flat sole for everyday wear.","http://localhost:8080/product/detail.html?id=s108","https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=500&fit=crop&q=80","75.00","","Clothing > Shoes","in stock","s108","true","color=Grey/size=43/gender=Unisex"
"s109","Braided Sandals","Flat sandals with hand-braided leather straps. Artisan-crafted in Italy.","http://localhost:8080/product/detail.html?id=s109","https://images.unsplash.com/photo-1518611012118-696072aa579a?w=400&h=500&fit=crop&q=80","125.00","","Clothing > Shoes","in stock","s109","true","color=Camel/size=36/gender=Unisex"
"s110","Block-Heel Sandals","Two-strap sandal with a block heel. Adjustable buckle closure in smooth leather.","http://localhost:8080/product/detail.html?id=s110","https://images.unsplash.com/photo-1515347619252-60a4bf4fff4f?w=400&h=500&fit=crop&q=80","145.00","","Clothing > Shoes","in stock","s110","true","color=Ivory/size=37/gender=Unisex"
"s111","Pool Slides","Moulded rubber pool slides with a contoured footbed. Embossed MAISON logo.","http://localhost:8080/product/detail.html?id=s111","https://images.unsplash.com/photo-1603808033176-9d134e6f9f81?w=400&h=500&fit=crop&q=80","45.00","","Clothing > Shoes","in stock","s111","true","color=Red/size=38/gender=Unisex"
"s112","Platform Sandals","Thick-strap platform sandal in leather. Chunky sole with ankle strap.","http://localhost:8080/product/detail.html?id=s112","https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400&h=500&fit=crop&q=80","165.00","","Clothing > Shoes","in stock","s112","true","color=Green/size=39/gender=Unisex"
"s113","Lace-Up Sandals","Ankle-wrap sandals with thin leather laces. Flat sole, maximum style.","http://localhost:8080/product/detail.html?id=s113","https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=500&fit=crop&q=80","135.00","","Clothing > Shoes","in stock","s113","true","color=Black/size=40/gender=Unisex"
"s114","Cork Sandals","Contoured cork footbed sandal with leather straps. Buckle closure for adjustability.","http://localhost:8080/product/detail.html?id=s114","https://images.unsplash.com/photo-1543163521-1bf539c55dd2?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Shoes","in stock","s114","true","color=White/size=41/gender=Unisex"
"s115","Jewelled Sandals","Flat sandals with crystal-encrusted straps. Evening sparkle at ground level.","http://localhost:8080/product/detail.html?id=s115","https://images.unsplash.com/photo-1560343090-f0409e92791a?w=400&h=500&fit=crop&q=80","195.00","","Clothing > Shoes","in stock","s115","true","color=Navy/size=42/gender=Unisex"
"s116","Flip Flops","Leather flip flops with a cushioned sole. Elevated basics for warm days.","http://localhost:8080/product/detail.html?id=s116","https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=500&fit=crop&q=80","55.00","","Clothing > Shoes","in stock","s116","true","color=Beige/size=43/gender=Unisex"
"s117","Slingback Sandals","Pointed-toe slingback with a kitten heel. Elasticated strap for comfort.","http://localhost:8080/product/detail.html?id=s117","https://images.unsplash.com/photo-1518611012118-696072aa579a?w=400&h=500&fit=crop&q=80","155.00","","Clothing > Shoes","in stock","s117","true","color=Brown/size=36/gender=Unisex"
"s118","Sport Sandals","Technical sport sandals with three adjustable straps. Cushioned sole for hiking.","http://localhost:8080/product/detail.html?id=s118","https://images.unsplash.com/photo-1515347619252-60a4bf4fff4f?w=400&h=500&fit=crop&q=80","75.00","","Clothing > Shoes","in stock","s118","true","color=Grey/size=37/gender=Unisex"
"s119","Wooden Clog","Traditional wooden-sole clog with a leather upper. Handcrafted in Sweden.","http://localhost:8080/product/detail.html?id=s119","https://images.unsplash.com/photo-1603808033176-9d134e6f9f81?w=400&h=500&fit=crop&q=80","125.00","","Clothing > Shoes","in stock","s119","true","color=Camel/size=38/gender=Unisex"
"s120","T-Bar Sandals","T-bar sandal in smooth leather. Low heel with an adjustable ankle strap.","http://localhost:8080/product/detail.html?id=s120","https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400&h=500&fit=crop&q=80","135.00","","Clothing > Shoes","in stock","s120","true","color=Ivory/size=39/gender=Unisex"
"s121","Knotted Mules","Flat mules with a knotted leather strap. Effortless slip-on for summer.","http://localhost:8080/product/detail.html?id=s121","https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=500&fit=crop&q=80","115.00","","Clothing > Shoes","in stock","s121","true","color=Red/size=40/gender=Unisex"
"s122","Woven Sandals","Woven leather fisherman sandal. Closed toe for protection, open for breathability.","http://localhost:8080/product/detail.html?id=s122","https://images.unsplash.com/photo-1543163521-1bf539c55dd2?w=400&h=500&fit=crop&q=80","125.00","","Clothing > Shoes","in stock","s122","true","color=Green/size=41/gender=Unisex"
"s123","Cross-Strap Sandals","Flat sandal with crossing leather straps. Minimalist design for maximum versatility.","http://localhost:8080/product/detail.html?id=s123","https://images.unsplash.com/photo-1560343090-f0409e92791a?w=400&h=500&fit=crop&q=80","105.00","","Clothing > Shoes","in stock","s123","true","color=Black/size=42/gender=Unisex"
"s124","Padded Slides","Quilted leather slides with a padded strap. Cloud-like cushioning for every step.","http://localhost:8080/product/detail.html?id=s124","https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Shoes","in stock","s124","true","color=White/size=43/gender=Unisex"
"s125","Toe-Loop Sandals","Simple sandal with a toe-loop design. Leather sole with a flat silhouette.","http://localhost:8080/product/detail.html?id=s125","https://images.unsplash.com/photo-1518611012118-696072aa579a?w=400&h=500&fit=crop&q=80","85.00","","Clothing > Shoes","in stock","s125","true","color=Navy/size=36/gender=Unisex"
"s126","Stiletto Heels","Classic pointed-toe stiletto in smooth leather. 9cm heel with a cushioned insole.","http://localhost:8080/product/detail.html?id=s126","https://images.unsplash.com/photo-1515347619252-60a4bf4fff4f?w=400&h=500&fit=crop&q=80","245.00","","Clothing > Shoes","in stock","s126","true","color=Beige/size=37/gender=Unisex"
"s127","Block-Heel Pumps","Comfortable block-heel pump in calfskin. 7cm heel with a rounded toe.","http://localhost:8080/product/detail.html?id=s127","https://images.unsplash.com/photo-1603808033176-9d134e6f9f81?w=400&h=500&fit=crop&q=80","195.00","","Clothing > Shoes","in stock","s127","true","color=Brown/size=38/gender=Unisex"
"s128","Kitten Heels","Pointed-toe kitten heel in patent leather. 4cm heel for all-day wearability.","http://localhost:8080/product/detail.html?id=s128","https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400&h=500&fit=crop&q=80","165.00","","Clothing > Shoes","in stock","s128","true","color=Grey/size=39/gender=Unisex"
"s129","Ballet Flats","Classic ballet flats in soft nappa leather. Gathered elastic edge for a snug fit.","http://localhost:8080/product/detail.html?id=s129","https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=500&fit=crop&q=80","115.00","","Clothing > Shoes","in stock","s129","true","color=Camel/size=40/gender=Unisex"
"s130","Slingback Pumps","Pointed-toe slingback pump with a 7cm heel. Elasticated strap for comfort.","http://localhost:8080/product/detail.html?id=s130","https://images.unsplash.com/photo-1543163521-1bf539c55dd2?w=400&h=500&fit=crop&q=80","195.00","","Clothing > Shoes","in stock","s130","true","color=Ivory/size=41/gender=Unisex"
"s131","Platform Heels","Platform pump with a 12cm heel. Leather-wrapped platform reduces effective pitch.","http://localhost:8080/product/detail.html?id=s131","https://images.unsplash.com/photo-1560343090-f0409e92791a?w=400&h=500&fit=crop&q=80","225.00","","Clothing > Shoes","in stock","s131","true","color=Red/size=42/gender=Unisex"
"s132","Mary Janes","Round-toe Mary Jane with a block heel. Single strap with a button closure.","http://localhost:8080/product/detail.html?id=s132","https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=500&fit=crop&q=80","175.00","","Clothing > Shoes","in stock","s132","true","color=Green/size=43/gender=Unisex"
"s133","Pointed-Toe Flats","Sleek pointed-toe flats in leather. A polished alternative to ballet flats.","http://localhost:8080/product/detail.html?id=s133","https://images.unsplash.com/photo-1518611012118-696072aa579a?w=400&h=500&fit=crop&q=80","125.00","","Clothing > Shoes","in stock","s133","true","color=Black/size=36/gender=Unisex"
"s134","Mule Heels","Open-back mule with a sculptural heel. Leather upper and a padded insole.","http://localhost:8080/product/detail.html?id=s134","https://images.unsplash.com/photo-1515347619252-60a4bf4fff4f?w=400&h=500&fit=crop&q=80","175.00","","Clothing > Shoes","in stock","s134","true","color=White/size=37/gender=Unisex"
"s135","Wedge Pumps","Almond-toe pump on a 6cm wedge heel. All-day comfort with dressy appeal.","http://localhost:8080/product/detail.html?id=s135","https://images.unsplash.com/photo-1603808033176-9d134e6f9f81?w=400&h=500&fit=crop&q=80","155.00","","Clothing > Shoes","in stock","s135","true","color=Navy/size=38/gender=Unisex"
"s136","Strappy Heels","Multi-strap heeled sandal in metallic leather. 8cm stiletto for evening.","http://localhost:8080/product/detail.html?id=s136","https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400&h=500&fit=crop&q=80","215.00","","Clothing > Shoes","in stock","s136","true","color=Beige/size=39/gender=Unisex"
"s137","Loafer Heels","Heeled loafer with a chunky block heel. Platform sole with penny-strap detail.","http://localhost:8080/product/detail.html?id=s137","https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=500&fit=crop&q=80","185.00","","Clothing > Shoes","in stock","s137","true","color=Brown/size=40/gender=Unisex"
"s138","Square-Toe Heels","Contemporary square-toe pump with a sculpted heel. Architectural and modern.","http://localhost:8080/product/detail.html?id=s138","https://images.unsplash.com/photo-1543163521-1bf539c55dd2?w=400&h=500&fit=crop&q=80","175.00","","Clothing > Shoes","in stock","s138","true","color=Grey/size=41/gender=Unisex"
"s139","Embellished Flats","Ballet flats with crystal buckle detail. Satin upper with a cushioned insole.","http://localhost:8080/product/detail.html?id=s139","https://images.unsplash.com/photo-1560343090-f0409e92791a?w=400&h=500&fit=crop&q=80","145.00","","Clothing > Shoes","in stock","s139","true","color=Camel/size=42/gender=Unisex"
"s140","D'Orsay Pumps","D'Orsay pump with cut-away sides. Pointed toe with a stiletto heel.","http://localhost:8080/product/detail.html?id=s140","https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=500&fit=crop&q=80","195.00","","Clothing > Shoes","in stock","s140","true","color=Ivory/size=43/gender=Unisex"
"s141","Peep-Toe Heels","Peep-toe pump with a platform sole. Suede upper and a chunky heel.","http://localhost:8080/product/detail.html?id=s141","https://images.unsplash.com/photo-1518611012118-696072aa579a?w=400&h=500&fit=crop&q=80","185.00","","Clothing > Shoes","in stock","s141","true","color=Red/size=36/gender=Unisex"
"s142","Ankle-Strap Heels","Ankle-strap sandal heels in metallic leather. 9cm heel with a zip closure.","http://localhost:8080/product/detail.html?id=s142","https://images.unsplash.com/photo-1515347619252-60a4bf4fff4f?w=400&h=500&fit=crop&q=80","205.00","","Clothing > Shoes","in stock","s142","true","color=Green/size=37/gender=Unisex"
"s143","Low-Heel Pumps","Professional pump with a 5cm block heel. Leather-lined for all-day comfort.","http://localhost:8080/product/detail.html?id=s143","https://images.unsplash.com/photo-1603808033176-9d134e6f9f81?w=400&h=500&fit=crop&q=80","155.00","","Clothing > Shoes","in stock","s143","true","color=Black/size=38/gender=Unisex"
"s144","Espadrille Wedges","Canvas espadrille with a jute-wrapped wedge. Ankle tie closure.","http://localhost:8080/product/detail.html?id=s144","https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400&h=500&fit=crop&q=80","125.00","","Clothing > Shoes","in stock","s144","true","color=White/size=39/gender=Unisex"
"s145","Leather Moccasins","Soft leather moccasins with a hand-stitched apron. Flexible sole and cozy lining.","http://localhost:8080/product/detail.html?id=s145","https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Shoes","in stock","s145","true","color=Navy/size=40/gender=Unisex"
"s146","Bow Flats","Pointed-toe flats with an oversized bow. Satin upper with leather sole.","http://localhost:8080/product/detail.html?id=s146","https://images.unsplash.com/photo-1543163521-1bf539c55dd2?w=400&h=500&fit=crop&q=80","105.00","","Clothing > Shoes","in stock","s146","true","color=Beige/size=41/gender=Unisex"
"s147","Chunky Heel Sandals","Square-toe sandal with a chunky 8cm heel. Two-strap design in smooth leather.","http://localhost:8080/product/detail.html?id=s147","https://images.unsplash.com/photo-1560343090-f0409e92791a?w=400&h=500&fit=crop&q=80","175.00","","Clothing > Shoes","in stock","s147","true","color=Brown/size=42/gender=Unisex"
"s148","Metallic Heels","Mirror-finish metallic heels with a pointed toe. Statement shoes for special nights.","http://localhost:8080/product/detail.html?id=s148","https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=500&fit=crop&q=80","215.00","","Clothing > Shoes","in stock","s148","true","color=Grey/size=43/gender=Unisex"
"s149","Penny Loafers","Women's penny loafer in polished leather. Leather sole with stacked heel.","http://localhost:8080/product/detail.html?id=s149","https://images.unsplash.com/photo-1518611012118-696072aa579a?w=400&h=500&fit=crop&q=80","155.00","","Clothing > Shoes","in stock","s149","true","color=Camel/size=36/gender=Unisex"
"s150","Transparent Heels","Clear PVC sandals with a transparent heel. A modern, avant-garde statement.","http://localhost:8080/product/detail.html?id=s150","https://images.unsplash.com/photo-1515347619252-60a4bf4fff4f?w=400&h=500&fit=crop&q=80","185.00","","Clothing > Shoes","in stock","s150","true","color=Ivory/size=37/gender=Unisex"
"w1","Silk Slip Dress","Effortlessly elegant bias-cut slip dress in pure silk charmeuse. Adjustable spaghetti straps and a delicate lace-trimmed hem.","http://localhost:8080/product/detail.html?id=w1","https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=400&h=500&fit=crop&q=80","189.00","112.00","Clothing > Sale","in stock","w1","true","color=Red/size=L/gender=Women"
"w7","Satin Slip Dress","Liquid satin slip dress with cowl neckline. Bias-cut for a body-skimming silhouette.","http://localhost:8080/product/detail.html?id=w7","https://images.unsplash.com/photo-1529139574466-a303027c1d8b?w=400&h=500&fit=crop&q=80","210.00","100.00","Clothing > Sale","in stock","w7","true","color=Green/size=XL/gender=Women"
"w13","Velvet Mini Dress","Luxurious velvet mini dress with a square neckline. Perfect for evening occasions.","http://localhost:8080/product/detail.html?id=w13","https://images.unsplash.com/photo-1469334031218-e382a71b716b?w=400&h=500&fit=crop&q=80","195.00","115.00","Clothing > Sale","in stock","w13","true","color=Black/size=XS/gender=Women"
"w19","Cable Knit Dress","Chunky cable-knit sweater dress in merino wool. Relaxed fit falling just above the knee.","http://localhost:8080/product/detail.html?id=w19","https://images.unsplash.com/photo-1485968579580-b6d095142e6e?w=400&h=500&fit=crop&q=80","165.00","90.00","Clothing > Sale","in stock","w19","true","color=White/size=S/gender=Women"
"w25","Tulle Midi Dress","Layered tulle midi skirt with a fitted jersey bodice. An ethereal piece for special moments.","http://localhost:8080/product/detail.html?id=w25","https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=400&h=500&fit=crop&q=80","245.00","135.00","Clothing > Sale","in stock","w25","true","color=Navy/size=M/gender=Women"
